Date,Amount,Account Number,,Transaction Type,Transaction Details,Category,Merchant Name,Processed On
05 Oct 25,-24.95,512847391,,AUTOMATIC DRAWING,GOODLIFE HEALTH CLUBS 62476517385,Gym & fitness,Goodlife Health Clubs,05 Oct 25
04 Oct 25,-17.62,512847391,,EFTPOS DEBIT,V8213 04/10 SEVEN SEEDS COFFEE CARLTON 45148814402,Cafe & coffee,Seven Seeds Coffee,06 Oct 25
04 Oct 25,-82.29,512847391,,EFTPOS DEBIT,V8213 04/10 ALDI STORES OAKLEIGH 69938396561,Groceries,Aldi Stores,04 Oct 25
03 Oct 25,-4.66,512847391,,EFTPOS DEBIT,V8213 03/10 COKE VENDING MACHINE MELBOURNE 55026280411,Uncategorised,,05 Oct 25
03 Oct 25,-25.99,512847391,,AUTOMATIC DRAWING,NETFLIX.COM 69103188405,Subscriptions,Netflix.com,03 Oct 25
02 Oct 25,-185.91,512847391,,AUTOMATIC DRAWING,MEDIBANK PRIVATE 40639046933,Uncategorised,Medibank Private,02 Oct 25
02 Oct 25,-34.53,512847391,,MISCELLANEOUS DEBIT,V8213 02/10 MENULOG SYDNEY 59496541151,Restaurants,Menulog,02 Oct 25
02 Oct 25,-36.4,512847391,,EFTPOS DEBIT,V8213 02/10 CHEMIST WAREHOUSE OAKLEIGH 71697478617,Medical,,02 Oct 25
02 Oct 25,-57.9,512847391,,EFTPOS DEBIT,V8213 02/10 PETSTOCK MOORABBIN 47670437891,Uncategorised,Petstock,03 Oct 25
02 Oct 25,-70.22,512847391,,EFTPOS DEBIT,V8213 02/10 COLES SUPERMARKET MALVERN EAST 17765931001,Groceries,Coles Supermarket,02 Oct 25
01 Oct 25,-103.05,512847391,,EFTPOS DEBIT,V8213 01/10 BP CONNECT CHADSTONE 77161258510,Fuel,Bp Connect,01 Oct 25
01 Oct 25,-2361.7,512847391,,AUTOMATIC DRAWING,REAL ESTATE TRUST ACCT 30883925291,Uncategorised,Real Estate Trust Acct,01 Oct 25
01 Oct 25,-18.76,512847391,,EFTPOS DEBIT,V8213 01/10 LUNE CROISSANTERIE FITZROY 45734134984,Cafe & coffee,Lune Croissanterie,02 Oct 25
01 Oct 25,-2.5,512847391,,FEES,ATM OPERATOR FEE,Fees,,01 Oct 25
01 Oct 25,-24.46,512847391,,EFTPOS DEBIT,V8213 01/10 HOYTS CINEMAS CHADSTONE 77110807254,Uncategorised,,01 Oct 25
29 Sep 25,-294.42,512847391,,EFTPOS DEBIT,V8213 29/09 SMILE DENTAL GROUP ARMADALE 68481241677,Medical,Smile Dental Group,29 Sep 25
29 Sep 25,-87.15,512847391,,EFTPOS DEBIT,V8213 29/09 CHIN CHIN MELBOURNE 26758081051,Restaurants,Chin Chin,01 Oct 25
28 Sep 25,-57.43,512847391,,EFTPOS DEBIT,V8213 28/09 UNIQLO AUSTRALIA MELBOURNE 44888874021,Clothing & accessories,Uniqlo Australia,29 Sep 25
28 Sep 25,-357.12,512847391,,EFTPOS DEBIT,V8213 28/09 JB HI-FI CHADSTONE 55329481093,Other shopping,,28 Sep 25
28 Sep 25,-22.44,512847391,,EFTPOS DEBIT,V8213 28/09 NIGHT OWL CONVENIENCE ELSTERNWICK 41621591469,Groceries,Night Owl Convenience,30 Sep 25
28 Sep 25,-32.45,512847391,,EFTPOS DEBIT,V8213 28/09 NIGHT OWL CONVENIENCE ELSTERNWICK 61184323131,Groceries,Night Owl Convenience,28 Sep 25
27 Sep 25,-18.77,512847391,,EFTPOS DEBIT,V8213 27/09 SEVEN SEEDS COFFEE CARLTON 30414013127,Cafe & coffee,Seven Seeds Coffee,29 Sep 25
27 Sep 25,-10.82,512847391,,EFTPOS DEBIT,V8213 27/09 LUNE CROISSANTERIE FITZROY 13414792957,Cafe & coffee,Lune Croissanterie,29 Sep 25
27 Sep 25,-26.96,512847391,,EFTPOS DEBIT,V8213 27/09 IGA XPRESS MURRUMBEENA 94866559707,Groceries,Iga Xpress,27 Sep 25
27 Sep 25,-55.69,512847391,,EFTPOS DEBIT,V8213 27/09 HOYTS CINEMAS CHADSTONE 11277983879,Uncategorised,Hoyts Cinemas,28 Sep 25
26 Sep 25,-61.53,512847391,,EFTPOS DEBIT,V8213 26/09 SHELL COLES EXPRESS HAWTHORN 41276599384,Fuel,Shell Coles Express,26 Sep 25
26 Sep 25,-300.0,512847391,,ATM DEBIT,ATM WDL PRAHRAN 92980632399,Uncategorised,,26 Sep 25
26 Sep 25,-51.04,512847391,,MISCELLANEOUS DEBIT,V8213 26/09 UBER *EATS SYDNEY 37829445984,Restaurants,Uber,27 Sep 25
26 Sep 25,-7.51,512847391,,EFTPOS DEBIT,V8213 26/09 PATRICIA COFFEE MELBOURNE 94618358531,Cafe & coffee,Patricia Coffee,26 Sep 25
26 Sep 25,-20.48,512847391,,EFTPOS DEBIT,V8213 26/09 NIGHT OWL CONVENIENCE ELSTERNWICK 38337561130,Groceries,Night Owl Convenience,27 Sep 25
25 Sep 25,-5.63,512847391,,EFTPOS DEBIT,V8213 25/09 COKE VENDING MACHINE MELBOURNE 90567366087,Uncategorised,Coke Vending Machine,26 Sep 25
24 Sep 25,-63.42,512847391,,MISCELLANEOUS DEBIT,V8213 24/09 THE ICONIC SYDNEY 24942984361,Clothing & accessories,The Iconic,24 Sep 25
24 Sep 25,-259.68,512847391,,EFTPOS DEBIT,V8213 24/09 SMILE DENTAL GROUP ARMADALE 92465415913,Medical,Smile Dental Group,26 Sep 25
24 Sep 25,-9.14,512847391,,EFTPOS DEBIT,V8213 24/09 KOORNANG RD MILK BAR CARNEGIE 50476945814,Groceries,Koornang Rd Milk Bar,26 Sep 25
24 Sep 25,-35.5,512847391,,EFTPOS DEBIT,V8213 24/09 READINGS BOOKS CARLTON 39794331513,Uncategorised,Readings Books,25 Sep 25
24 Sep 25,-148.48,512847391,,AUTOMATIC DRAWING,ORIGIN ENERGY 24182951734,Uncategorised,Origin Energy,24 Sep 25
23 Sep 25,-32.29,512847391,,EFTPOS DEBIT,V8213 23/09 COTTON ON CHADSTONE 19352700253,Clothing & accessories,,23 Sep 25
23 Sep 25,-54.16,512847391,,EFTPOS DEBIT,V8213 23/09 HOYTS CINEMAS CHADSTONE 20260804790,Uncategorised,,24 Sep 25
22 Sep 25,-40.4,512847391,,EFTPOS DEBIT,V8213 22/09 PETSTOCK MOORABBIN 74939885095,Uncategorised,,23 Sep 25
22 Sep 25,-52.38,512847391,,MISCELLANEOUS DEBIT,V8213 22/09 MENULOG SYDNEY 35541830141,Restaurants,Menulog,22 Sep 25
21 Sep 25,-29.99,512847391,,AUTOMATIC DRAWING,ADOBE CREATIVE CLOUD 31249562623,Subscriptions,Adobe Creative Cloud,22 Sep 25
21 Sep 25,-28.02,512847391,,EFTPOS DEBIT,V8213 21/09 IGA XPRESS MURRUMBEENA 68150519631,Groceries,Iga Xpress,21 Sep 25
21 Sep 25,-27.3,512847391,,EFTPOS DEBIT,V8213 21/09 WILSON PARKING MELBOURNE 11567947717,Transport,Wilson Parking,21 Sep 25
21 Sep 25,-57.96,512847391,,EFTPOS DEBIT,V8213 21/09 SHELL COLES EXPRESS HAWTHORN 84039244439,Fuel,Shell Coles Express,22 Sep 25
21 Sep 25,-48.6,512847391,,EFTPOS DEBIT,V8213 21/09 BARBER LANE WINDSOR 15787613661,Personal care,Barber Lane,21 Sep 25
21 Sep 25,-287.29,512847391,,EFTPOS DEBIT,V8213 21/09 SMILE DENTAL GROUP ARMADALE 78349576153,Medical,Smile Dental Group,22 Sep 25
20 Sep 25,-430.2,512847391,,MISCELLANEOUS DEBIT,V8213 20/09 EUROPCAR ITALIA ROMA 94458459024,Uncategorised,Europcar Italia,20 Sep 25
20 Sep 25,-250.0,512847391,,TRANSFER DEBIT,Internet Transfer To K MITCHELL 27652812254,Transfers out,,20 Sep 25
20 Sep 25,-105.24,512847391,,EFTPOS DEBIT,V8213 20/09 UNIQLO AUSTRALIA MELBOURNE 70308497627,Clothing & accessories,,20 Sep 25
20 Sep 25,-55.52,512847391,,EFTPOS DEBIT,V8213 20/09 UNIQLO AUSTRALIA MELBOURNE 64868071069,Clothing & accessories,,20 Sep 25
20 Sep 25,-35.17,512847391,,MISCELLANEOUS DEBIT,V8213 20/09 DIDI MOBILITY MELBOURNE 73951910849,Transport,Didi Mobility,20 Sep 25
20 Sep 25,-36.13,512847391,,MISCELLANEOUS DEBIT,V8213 20/09 DIDI MOBILITY MELBOURNE 67877396748,Transport,Didi Mobility,21 Sep 25
19 Sep 25,-83.59,512847391,,EFTPOS DEBIT,V8213 19/09 AMPOL FOODARY CLAYTON 88197951266,Fuel,Ampol Foodary,19 Sep 25
18 Sep 25,-65.0,512847391,,AUTOMATIC DRAWING,TELSTRA CORPORATION 55731361174,Uncategorised,Telstra Corporation,19 Sep 25
18 Sep 25,-40.64,512847391,,EFTPOS DEBIT,V8213 18/09 WILSON PARKING MELBOURNE 11472193651,Transport,Wilson Parking,19 Sep 25
17 Sep 25,-112.21,512847391,,EFTPOS DEBIT,V8213 17/09 OFFICEWORKS SOUTH MELBOURNE 47036031923,Other shopping,,17 Sep 25
17 Sep 25,-101.94,512847391,,EFTPOS DEBIT,V8213 17/09 TONKA RESTAURANT MELBOURNE 79019679492,Restaurants,Tonka Restaurant,18 Sep 25
17 Sep 25,-33.7,512847391,,EFTPOS DEBIT,V8213 17/09 HOYTS CINEMAS CHADSTONE 97211930296,Uncategorised,,17 Sep 25
17 Sep 25,-32.37,512847391,,EFTPOS DEBIT,V8213 17/09 PTV MYKI TOPUP MELBOURNE 38665524506,Transport,Ptv Myki Topup,17 Sep 25
15 Sep 25,-32.5,512847391,,AUTOMATIC DRAWING,ANTHROPIC CLAUDE.AI 77918680406,Subscriptions,Anthropic Claude.ai,16 Sep 25
15 Sep 25,-28.15,512847391,,EFTPOS DEBIT,V8213 15/09 IGA XPRESS MURRUMBEENA 25204815036,Groceries,Iga Xpress,15 Sep 25
15 Sep 25,-119.05,512847391,,EFTPOS DEBIT,V8213 15/09 TONKA RESTAURANT MELBOURNE 53525680764,Restaurants,Tonka Restaurant,16 Sep 25
14 Sep 25,-2260.55,512847391,,MISCELLANEOUS DEBIT,V8213 14/09 BOOKING.COM AMSTERDAM 60186965230,Accommodation,Booking.com,15 Sep 25
14 Sep 25,-216.61,512847391,,MISCELLANEOUS DEBIT,V8213 14/09 THE ICONIC SYDNEY 63866635405,Clothing & accessories,The Iconic,14 Sep 25
14 Sep 25,-60.54,512847391,,EFTPOS DEBIT,V8213 14/09 CHIN CHIN MELBOURNE 85699653164,Restaurants,Chin Chin,14 Sep 25
14 Sep 25,-21.29,512847391,,EFTPOS DEBIT,V8213 14/09 OFFICEWORKS SOUTH MELBOURNE 39285279093,Other shopping,,14 Sep 25
14 Sep 25,-53.87,512847391,,MISCELLANEOUS DEBIT,V8213 14/09 UBER *TRIP SYDNEY 41244842922,Transport,Uber,15 Sep 25
13 Sep 25,-34.83,512847391,,EFTPOS DEBIT,V8213 13/09 NIGHT OWL CONVENIENCE ELSTERNWICK 15906370047,Groceries,Night Owl Convenience,13 Sep 25
12 Sep 25,-1840.0,512847391,,MISCELLANEOUS DEBIT,V8213 12/09 QANTAS AIRWAYS MASCOT 42089197398,Accommodation,Qantas Airways,13 Sep 25
12 Sep 25,-9.99,512847391,,AUTOMATIC DRAWING,PRIME VIDE* PRIMEVIDEO 84143013475,Subscriptions,Prime Primevideo,12 Sep 25
12 Sep 25,-60.02,512847391,,EFTPOS DEBIT,V8213 12/09 BP CONNECT CHADSTONE 96623678196,Fuel,Bp Connect,13 Sep 25
11 Sep 25,-25.12,512847391,,EFTPOS DEBIT,V8213 11/09 COTTON ON CHADSTONE 74393031596,Clothing & accessories,Cotton On,12 Sep 25
11 Sep 25,-94.13,512847391,,EFTPOS DEBIT,V8213 11/09 ALDI STORES OAKLEIGH 45988299635,Groceries,Aldi Stores,11 Sep 25
10 Sep 25,-60.22,512847391,,MISCELLANEOUS DEBIT,V8213 10/09 UBER *EATS SYDNEY 47659869012,Restaurants,,10 Sep 25
09 Sep 25,-106.28,512847391,,EFTPOS DEBIT,V8213 09/09 WOOLWORTHS 1234 CARNEGIE 14365272975,Groceries,,10 Sep 25
09 Sep 25,-92.15,512847391,,AUTOMATIC DRAWING,AGL SALES 49143317588,Uncategorised,Agl Sales,09 Sep 25
08 Sep 25,-5.39,512847391,,EFTPOS DEBIT,V8213 08/09 COKE VENDING MACHINE MELBOURNE 85106434134,Uncategorised,Coke Vending Machine,09 Sep 25
07 Sep 25,-4.32,512847391,,EFTPOS DEBIT,V8213 07/09 PATRICIA COFFEE MELBOURNE 11608312236,Cafe & coffee,Patricia Coffee,07 Sep 25
07 Sep 25,-13.99,512847391,,AUTOMATIC DRAWING,SPOTIFY AUSTRALIA 41153099880,Subscriptions,Spotify Australia,07 Sep 25
07 Sep 25,-164.08,512847391,,EFTPOS DEBIT,V8213 07/09 MALVERN MEDICAL CTR MALVERN 20175703229,Medical,Malvern Medical Ctr,07 Sep 25
06 Sep 25,-68.04,512847391,,EFTPOS DEBIT,V8213 06/09 WOOLWORTHS 1234 CARNEGIE 61135786447,Groceries,Woolworths,06 Sep 25
06 Sep 25,-154.86,512847391,,EFTPOS DEBIT,V8213 06/09 UNIQLO AUSTRALIA MELBOURNE 60642362808,Clothing & accessories,,06 Sep 25
06 Sep 25,-8.76,512847391,,EFTPOS DEBIT,V8213 06/09 KOORNANG RD MILK BAR CARNEGIE 91407378216,Groceries,Koornang Rd Milk Bar,07 Sep 25
05 Sep 25,-71.76,512847391,,EFTPOS DEBIT,V8213 05/09 AMPOL FOODARY CLAYTON 95419392494,Fuel,,05 Sep 25
05 Sep 25,-16.32,512847391,,EFTPOS DEBIT,V8213 05/09 THE GRINDER CAFE PRAHRAN 74941614941,Cafe & coffee,The Grinder Cafe,06 Sep 25
05 Sep 25,-398.84,512847391,,EFTPOS DEBIT,V8213 05/09 JB HI-FI CHADSTONE 15650676147,Other shopping,Jb Hi-fi,06 Sep 25
05 Sep 25,-24.95,512847391,,AUTOMATIC DRAWING,GOODLIFE HEALTH CLUBS 93976082306,Gym & fitness,Goodlife Health Clubs,07 Sep 25
04 Sep 25,-121.46,512847391,,EFTPOS DEBIT,V8213 04/09 UNIQLO AUSTRALIA MELBOURNE 30482693296,Clothing & accessories,Uniqlo Australia,05 Sep 25
04 Sep 25,-32.69,512847391,,EFTPOS DEBIT,V8213 04/09 BWS LIQUOR CAULFIELD 35612549132,Alcohol,,04 Sep 25
04 Sep 25,-58.27,512847391,,EFTPOS DEBIT,V8213 04/09 MALVERN MEDICAL CTR MALVERN 34273476012,Medical,Malvern Medical Ctr,04 Sep 25
04 Sep 25,-54.44,512847391,,EFTPOS DEBIT,V8213 04/09 BARBER LANE WINDSOR 76434860309,Personal care,Barber Lane,05 Sep 25
03 Sep 25,-25.99,512847391,,AUTOMATIC DRAWING,NETFLIX.COM 60382081361,Subscriptions,Netflix.com,05 Sep 25
03 Sep 25,-149.05,512847391,,EFTPOS DEBIT,V8213 03/09 MALVERN MEDICAL CTR MALVERN 37678940764,Medical,Malvern Medical Ctr,03 Sep 25
02 Sep 25,-153.96,512847391,,EFTPOS DEBIT,V8213 02/09 UNIQLO AUSTRALIA MELBOURNE 17723786738,Clothing & accessories,Uniqlo Australia,04 Sep 25
02 Sep 25,-48.12,512847391,,EFTPOS DEBIT,V8213 02/09 PTV MYKI TOPUP MELBOURNE 21201052443,Transport,Ptv Myki Topup,02 Sep 25
02 Sep 25,-23.48,512847391,,EFTPOS DEBIT,V8213 02/09 LUNE CROISSANTERIE FITZROY 36726704338,Cafe & coffee,Lune Croissanterie,03 Sep 25
02 Sep 25,-29.61,512847391,,MISCELLANEOUS DEBIT,V8213 02/09 DIDI MOBILITY MELBOURNE 44280960465,Transport,,02 Sep 25
02 Sep 25,-186.59,512847391,,AUTOMATIC DRAWING,MEDIBANK PRIVATE 90007927213,Uncategorised,Medibank Private,02 Sep 25
01 Sep 25,-2361.34,512847391,,AUTOMATIC DRAWING,REAL ESTATE TRUST ACCT 99444211369,Uncategorised,Real Estate Trust Acct,02 Sep 25
01 Sep 25,-27.03,512847391,,MISCELLANEOUS DEBIT,V8213 01/09 DIDI MOBILITY MELBOURNE 63498887252,Transport,Didi Mobility,02 Sep 25
01 Sep 25,-69.09,512847391,,EFTPOS DEBIT,V8213 01/09 SHELL COLES EXPRESS HAWTHORN 97599391184,Fuel,Shell Coles Express,01 Sep 25
01 Sep 25,-2.5,512847391,,FEES,ATM OPERATOR FEE,Fees,,01 Sep 25
31 Aug 25,-16.56,512847391,,EFTPOS DEBIT,V8213 31/08 SEVEN SEEDS COFFEE CARLTON 83645536861,Cafe & coffee,Seven Seeds Coffee,02 Sep 25
30 Aug 25,-21.09,512847391,,EFTPOS DEBIT,V8213 30/08 ALDI STORES OAKLEIGH 96611274133,Groceries,,30 Aug 25
30 Aug 25,-92.08,512847391,,EFTPOS DEBIT,V8213 30/08 AMPOL FOODARY CLAYTON 32420329269,Fuel,Ampol Foodary,30 Aug 25
30 Aug 25,-127.39,512847391,,EFTPOS DEBIT,V8213 30/08 DAN MURPHYS GLEN IRIS 81468931410,Alcohol,,31 Aug 25
29 Aug 25,-18.83,512847391,,EFTPOS DEBIT,V8213 29/08 THE GRINDER CAFE PRAHRAN 46352215497,Cafe & coffee,The Grinder Cafe,30 Aug 25
29 Aug 25,-117.78,512847391,,EFTPOS DEBIT,V8213 29/08 UNIQLO AUSTRALIA MELBOURNE 60575580122,Clothing & accessories,Uniqlo Australia,29 Aug 25
28 Aug 25,-7.23,512847391,,EFTPOS DEBIT,V8213 28/08 PATRICIA COFFEE MELBOURNE 28291891592,Cafe & coffee,Patricia Coffee,29 Aug 25
28 Aug 25,-98.18,512847391,,EFTPOS DEBIT,V8213 28/08 BP CONNECT CHADSTONE 98825853980,Fuel,Bp Connect,30 Aug 25
27 Aug 25,-51.73,512847391,,EFTPOS DEBIT,V8213 27/08 KMART CHADSTONE 51964828983,Other shopping,Kmart,27 Aug 25
27 Aug 25,-45.39,512847391,,MISCELLANEOUS DEBIT,V8213 27/08 UBER *TRIP SYDNEY 47952474805,Transport,Uber,28 Aug 25
27 Aug 25,-25.25,512847391,,EFTPOS DEBIT,V8213 27/08 PTV MYKI TOPUP MELBOURNE 65293760070,Transport,,29 Aug 25
25 Aug 25,-23.95,512847391,,EFTPOS DEBIT,V8213 25/08 PRICELINE PHARMACY CARNEGIE 55523271775,Personal care,Priceline Pharmacy,26 Aug 25
25 Aug 25,-10.72,512847391,,EFTPOS DEBIT,V8213 25/08 WILSON PARKING MELBOURNE 87505160410,Transport,Wilson Parking,25 Aug 25
24 Aug 25,-150.23,512847391,,AUTOMATIC DRAWING,ORIGIN ENERGY 16618117079,Uncategorised,Origin Energy,26 Aug 25
24 Aug 25,-425.7,512847391,,EFTPOS DEBIT,V8213 24/08 SMILE DENTAL GROUP ARMADALE 89215259279,Medical,Smile Dental Group,24 Aug 25
24 Aug 25,-98.76,512847391,,EFTPOS DEBIT,V8213 24/08 UNIQLO AUSTRALIA MELBOURNE 53816375545,Clothing & accessories,Uniqlo Australia,26 Aug 25
23 Aug 25,-27.31,512847391,,MISCELLANEOUS DEBIT,V8213 23/08 DIDI MOBILITY MELBOURNE 55988887032,Transport,Didi Mobility,25 Aug 25
23 Aug 25,-6.38,512847391,,EFTPOS DEBIT,V8213 23/08 PATRICIA COFFEE MELBOURNE 86122645147,Cafe & coffee,,23 Aug 25
22 Aug 25,-140.76,512847391,,EFTPOS DEBIT,V8213 22/08 TONKA RESTAURANT MELBOURNE 83711364250,Restaurants,Tonka Restaurant,22 Aug 25
22 Aug 25,-32.39,512847391,,EFTPOS DEBIT,V8213 22/08 ALDI STORES OAKLEIGH 86213015940,Groceries,,22 Aug 25
22 Aug 25,-180.31,512847391,,MISCELLANEOUS DEBIT,V8213 22/08 THE ICONIC SYDNEY 25061031400,Clothing & accessories,The Iconic,22 Aug 25
21 Aug 25,-29.99,512847391,,AUTOMATIC DRAWING,ADOBE CREATIVE CLOUD 50849591727,Subscriptions,Adobe Creative Cloud,22 Aug 25
21 Aug 25,-71.79,512847391,,EFTPOS DEBIT,V8213 21/08 PETSTOCK MOORABBIN 63366089112,Uncategorised,Petstock,21 Aug 25
21 Aug 25,-30.76,512847391,,EFTPOS DEBIT,V8213 21/08 IGA XPRESS MURRUMBEENA 34747709217,Groceries,Iga Xpress,22 Aug 25
21 Aug 25,-224.54,512847391,,EFTPOS DEBIT,V8213 21/08 SMILE DENTAL GROUP ARMADALE 26313440062,Medical,Smile Dental Group,22 Aug 25
21 Aug 25,-84.48,512847391,,EFTPOS DEBIT,V8213 21/08 COTTON ON CHADSTONE 58305919483,Clothing & accessories,Cotton On,23 Aug 25
20 Aug 25,-11.4,512847391,,MISCELLANEOUS DEBIT,V8213 20/08 DIDI MOBILITY MELBOURNE 99844516321,Transport,,21 Aug 25
20 Aug 25,-25.21,512847391,,EFTPOS DEBIT,V8213 20/08 NIGHT OWL CONVENIENCE ELSTERNWICK 63303119278,Groceries,Night Owl Convenience,21 Aug 25
20 Aug 25,-377.82,512847391,,AUTOMATIC DRAWING,RACV INSURANCE 88234506340,Uncategorised,Racv Insurance,21 Aug 25
19 Aug 25,-26.87,512847391,,EFTPOS DEBIT,V8213 19/08 COLES SUPERMARKET MALVERN EAST 33637176641,Groceries,Coles Supermarket,19 Aug 25
18 Aug 25,-80.09,512847391,,EFTPOS DEBIT,V8213 18/08 DAN MURPHYS GLEN IRIS 57602481129,Alcohol,,18 Aug 25
18 Aug 25,-251.44,512847391,,EFTPOS DEBIT,V8213 18/08 BUNNINGS WAREHOUSE PORT MELBOURNE 27092952889,Other shopping,Bunnings Warehouse,18 Aug 25
18 Aug 25,-65.0,512847391,,AUTOMATIC DRAWING,TELSTRA CORPORATION 92078827260,Uncategorised,Telstra Corporation,18 Aug 25
17 Aug 25,-50.0,512847391,,ATM DEBIT,ATM WDL CBD MELBOURNE 86342456643,Uncategorised,,17 Aug 25
17 Aug 25,-49.01,512847391,,EFTPOS DEBIT,V8213 17/08 PTV MYKI TOPUP MELBOURNE 85469419908,Transport,Ptv Myki Topup,17 Aug 25
17 Aug 25,-81.85,512847391,,EFTPOS DEBIT,V8213 17/08 AMPOL FOODARY CLAYTON 89698867209,Fuel,Ampol Foodary,19 Aug 25
17 Aug 25,-13.84,512847391,,EFTPOS DEBIT,V8213 17/08 SEVEN SEEDS COFFEE CARLTON 19767113331,Cafe & coffee,,17 Aug 25
17 Aug 25,-94.58,512847391,,EFTPOS DEBIT,V8213 17/08 BP CONNECT CHADSTONE 55829273797,Fuel,Bp Connect,18 Aug 25
17 Aug 25,-75.43,512847391,,EFTPOS DEBIT,V8213 17/08 UNIQLO AUSTRALIA MELBOURNE 67057096090,Clothing & accessories,Uniqlo Australia,17 Aug 25
17 Aug 25,-65.05,512847391,,EFTPOS DEBIT,V8213 17/08 DAN MURPHYS GLEN IRIS 48281667422,Alcohol,,17 Aug 25
15 Aug 25,-32.5,512847391,,AUTOMATIC DRAWING,ANTHROPIC CLAUDE.AI 32744704466,Subscriptions,Anthropic Claude.ai,16 Aug 25
15 Aug 25,-23.52,512847391,,EFTPOS DEBIT,V8213 15/08 HOYTS CINEMAS CHADSTONE 99759574484,Uncategorised,Hoyts Cinemas,16 Aug 25
13 Aug 25,-106.07,512847391,,EFTPOS DEBIT,V8213 13/08 DAN MURPHYS GLEN IRIS 39779118224,Alcohol,Dan Murphys,14 Aug 25
13 Aug 25,-100.0,512847391,,ATM DEBIT,ATM WDL PRAHRAN 36838556206,Uncategorised,,15 Aug 25
13 Aug 25,-49.24,512847391,,EFTPOS DEBIT,V8213 13/08 BARBER LANE WINDSOR 73874047343,Personal care,Barber Lane,13 Aug 25
13 Aug 25,-82.49,512847391,,EFTPOS DEBIT,V8213 13/08 UNIQLO AUSTRALIA MELBOURNE 30149009788,Clothing & accessories,Uniqlo Australia,14 Aug 25
12 Aug 25,-74.29,512847391,,EFTPOS DEBIT,V8213 12/08 READINGS BOOKS CARLTON 54053910565,Uncategorised,Readings Books,12 Aug 25
12 Aug 25,-24.6,512847391,,EFTPOS DEBIT,V8213 12/08 COLES SUPERMARKET MALVERN EAST 87833022316,Groceries,Coles Supermarket,13 Aug 25
12 Aug 25,-9.99,512847391,,AUTOMATIC DRAWING,PRIME VIDE* PRIMEVIDEO 79457945698,Subscriptions,Prime Primevideo,13 Aug 25
12 Aug 25,-200.0,512847391,,ATM DEBIT,ATM WDL PRAHRAN 29411247471,Uncategorised,,13 Aug 25
11 Aug 25,-128.82,512847391,,EFTPOS DEBIT,V8213 11/08 WOOLWORTHS 1234 CARNEGIE 82478276945,Groceries,Woolworths,11 Aug 25
11 Aug 25,-196.45,512847391,,EFTPOS DEBIT,V8213 11/08 SMILE DENTAL GROUP ARMADALE 30195759006,Medical,Smile Dental Group,12 Aug 25
10 Aug 25,-50.49,512847391,,EFTPOS DEBIT,V8213 10/08 COTTON ON CHADSTONE 42462403887,Clothing & accessories,,10 Aug 25
10 Aug 25,-10.57,512847391,,EFTPOS DEBIT,V8213 10/08 SEVEN SEEDS COFFEE CARLTON 50105187611,Cafe & coffee,Seven Seeds Coffee,11 Aug 25
10 Aug 25,-71.37,512847391,,EFTPOS DEBIT,V8213 10/08 BP CONNECT CHADSTONE 53332519191,Fuel,,10 Aug 25
09 Aug 25,-85.19,512847391,,EFTPOS DEBIT,V8213 09/08 MALVERN MEDICAL CTR MALVERN 36553963265,Medical,Malvern Medical Ctr,09 Aug 25
09 Aug 25,-143.65,512847391,,EFTPOS DEBIT,V8213 09/08 BUNNINGS WAREHOUSE PORT MELBOURNE 44443512234,Other shopping,,10 Aug 25
09 Aug 25,-160.55,512847391,,EFTPOS DEBIT,V8213 09/08 LORT SMITH VET NORTH MELBOURNE 47888593314,Uncategorised,,09 Aug 25
09 Aug 25,-92.15,512847391,,AUTOMATIC DRAWING,AGL SALES 90693690122,Uncategorised,Agl Sales,10 Aug 25
09 Aug 25,-137.12,512847391,,EFTPOS DEBIT,V8213 09/08 WOOLWORTHS 1234 CARNEGIE 82602003300,Groceries,Woolworths,10 Aug 25
08 Aug 25,-34.38,512847391,,EFTPOS DEBIT,V8213 08/08 COTTON ON CHADSTONE 34188248368,Clothing & accessories,Cotton On,10 Aug 25
07 Aug 25,-13.99,512847391,,AUTOMATIC DRAWING,SPOTIFY AUSTRALIA 46676313879,Subscriptions,Spotify Australia,07 Aug 25
07 Aug 25,-52.32,512847391,,EFTPOS DEBIT,V8213 07/08 CHEMIST WAREHOUSE OAKLEIGH 90860080162,Medical,Chemist Warehouse,08 Aug 25
07 Aug 25,-95.46,512847391,,EFTPOS DEBIT,V8213 07/08 WOOLWORTHS 1234 CARNEGIE 62056986781,Groceries,Woolworths,09 Aug 25
06 Aug 25,-35.32,512847391,,MISCELLANEOUS DEBIT,V8213 06/08 DIDI MOBILITY MELBOURNE 79564589849,Transport,Didi Mobility,07 Aug 25
06 Aug 25,-105.99,512847391,,EFTPOS DEBIT,V8213 06/08 MALVERN MEDICAL CTR MALVERN 14067190897,Medical,,07 Aug 25
05 Aug 25,-24.95,512847391,,AUTOMATIC DRAWING,GOODLIFE HEALTH CLUBS 88367265579,Gym & fitness,Goodlife Health Clubs,06 Aug 25
05 Aug 25,-160.4,512847391,,EFTPOS DEBIT,V8213 05/08 TONKA RESTAURANT MELBOURNE 20891097936,Restaurants,,05 Aug 25
05 Aug 25,-231.09,512847391,,EFTPOS DEBIT,V8213 05/08 TONKA RESTAURANT MELBOURNE 18360887346,Restaurants,Tonka Restaurant,06 Aug 25
04 Aug 25,-25.48,512847391,,EFTPOS DEBIT,V8213 04/08 BWS LIQUOR CAULFIELD 32654273737,Alcohol,,06 Aug 25
