id,date,amount,type,description,merchant,account,category,parent,confidence
678,2025-10-10,-4.62,EFTPOS DEBIT,V8213 10/10 PATRICIA COFFEE MELBOURNE 53589820498,,512847391,Cafe & Coffee,Dining,1.0
679,2025-10-10,-45.04,EFTPOS DEBIT,V8213 10/10 BARBER LANE WINDSOR 47217981001,Barber Lane,512847391,Haircuts,Personal Care,1.0
680,2025-10-09,-92.15,AUTOMATIC DRAWING,AGL SALES 60004294081,Agl Sales,512847391,Gas,Utilities,0.86
681,2025-10-09,-11.44,EFTPOS DEBIT,V8213 09/10 WILSON PARKING MELBOURNE 26118406885,Wilson Parking,512847391,Parking,Car,1.0
682,2025-10-08,-7.21,EFTPOS DEBIT,V8213 08/10 PATRICIA COFFEE MELBOURNE 43593583080,,512847391,Cafe & Coffee,Dining,1.0
683,2025-10-07,-13.99,AUTOMATIC DRAWING,SPOTIFY AUSTRALIA 20693143305,Spotify Australia,512847391,Music,Subscriptions,0.86
684,2025-10-07,-48.4,MISCELLANEOUS DEBIT,V8213 07/10 UBER *EATS SYDNEY 69500874138,Uber,512847391,Food Delivery,Dining,1.0
685,2025-10-07,-18.8,EFTPOS DEBIT,V8213 07/10 SEVEN SEEDS COFFEE CARLTON 79284459810,Seven Seeds Coffee,512847391,Cafe & Coffee,Dining,1.0
686,2025-10-06,-11.13,EFTPOS DEBIT,V8213 06/10 IGA XPRESS MURRUMBEENA 72106888697,Iga Xpress,512847391,Convenience Store,Groceries,0.89
687,2025-10-06,-116.85,EFTPOS DEBIT,V8213 06/10 BP CONNECT CHADSTONE 46938736945,Bp Connect,512847391,Fuel,Car,1.0
688,2025-10-06,-69.04,EFTPOS DEBIT,V8213 06/10 SHELL COLES EXPRESS HAWTHORN 83326018684,Shell Coles Express,512847391,Fuel,Car,1.0
689,2025-10-05,-21.84,EFTPOS DEBIT,V8213 05/10 PRICELINE PHARMACY CARNEGIE 74909608825,,512847391,Grooming & Cosmetics,Personal Care,1.0
690,2025-10-05,-29.31,EFTPOS DEBIT,V8213 05/10 IGA XPRESS MURRUMBEENA 96619349150,,512847391,Convenience Store,Groceries,1.0
691,2025-10-05,-24.95,AUTOMATIC DRAWING,GOODLIFE HEALTH CLUBS 62476517385,Goodlife Health Clubs,512847391,Gym,Fitness,0.92
692,2025-10-04,-17.62,EFTPOS DEBIT,V8213 04/10 SEVEN SEEDS COFFEE CARLTON 45148814402,Seven Seeds Coffee,512847391,Cafe & Coffee,Dining,1.0
693,2025-10-04,-82.29,EFTPOS DEBIT,V8213 04/10 ALDI STORES OAKLEIGH 69938396561,Aldi Stores,512847391,Supermarket,Groceries,0.88
694,2025-10-03,-4.66,EFTPOS DEBIT,V8213 03/10 COKE VENDING MACHINE MELBOURNE 55026280411,,512847391,Snacks & Drinks,Dining,0.99
695,2025-10-03,-25.99,AUTOMATIC DRAWING,NETFLIX.COM 69103188405,Netflix.com,512847391,Streaming,Subscriptions,1.0
696,2025-10-02,-185.91,AUTOMATIC DRAWING,MEDIBANK PRIVATE 40639046933,Medibank Private,512847391,Health Insurance,Insurance,1.0
697,2025-10-02,-34.53,MISCELLANEOUS DEBIT,V8213 02/10 MENULOG SYDNEY 59496541151,Menulog,512847391,Food Delivery,Dining,1.0
698,2025-10-02,-36.4,EFTPOS DEBIT,V8213 02/10 CHEMIST WAREHOUSE OAKLEIGH 71697478617,,512847391,Medicine,Health,1.0
699,2025-10-02,-57.9,EFTPOS DEBIT,V8213 02/10 PETSTOCK MOORABBIN 47670437891,Petstock,512847391,Pet Supplies,Pets,0.89
700,2025-10-02,-70.22,EFTPOS DEBIT,V8213 02/10 COLES SUPERMARKET MALVERN EAST 17765931001,Coles Supermarket,512847391,Supermarket,Groceries,1.0
701,2025-10-01,-103.05,EFTPOS DEBIT,V8213 01/10 BP CONNECT CHADSTONE 77161258510,Bp Connect,512847391,Fuel,Car,0.86
702,2025-10-01,-2361.7,AUTOMATIC DRAWING,REAL ESTATE TRUST ACCT 30883925291,Real Estate Trust Acct,512847391,Rent,Housing,0.95
703,2025-10-01,-18.76,EFTPOS DEBIT,V8213 01/10 LUNE CROISSANTERIE FITZROY 45734134984,Lune Croissanterie,512847391,Bakery,Groceries,1.0
704,2025-10-01,-2.5,FEES,ATM OPERATOR FEE,,512847391,ATM Fees,Fees,1.0
705,2025-10-01,-24.46,EFTPOS DEBIT,V8213 01/10 HOYTS CINEMAS CHADSTONE 77110807254,,512847391,Cinema,Entertainment,1.0
706,2025-09-29,-294.42,EFTPOS DEBIT,V8213 29/09 SMILE DENTAL GROUP ARMADALE 68481241677,Smile Dental Group,512847391,Dentist,Health,1.0
707,2025-09-29,-87.15,EFTPOS DEBIT,V8213 29/09 CHIN CHIN MELBOURNE 26758081051,Chin Chin,512847391,Restaurants & Takeaway,Dining,1.0
708,2025-09-28,-57.43,EFTPOS DEBIT,V8213 28/09 UNIQLO AUSTRALIA MELBOURNE 44888874021,Uniqlo Australia,512847391,Clothing,Shopping,1.0
709,2025-09-28,-357.12,EFTPOS DEBIT,V8213 28/09 JB HI-FI CHADSTONE 55329481093,,512847391,Electronics,Shopping,0.87
710,2025-09-28,-22.44,EFTPOS DEBIT,V8213 28/09 NIGHT OWL CONVENIENCE ELSTERNWICK 41621591469,Night Owl Convenience,512847391,Convenience Store,Groceries,1.0
711,2025-09-28,-32.45,EFTPOS DEBIT,V8213 28/09 NIGHT OWL CONVENIENCE ELSTERNWICK 61184323131,Night Owl Convenience,512847391,Convenience Store,Groceries,1.0
712,2025-09-27,-18.77,EFTPOS DEBIT,V8213 27/09 SEVEN SEEDS COFFEE CARLTON 30414013127,Seven Seeds Coffee,512847391,Cafe & Coffee,Dining,1.0
713,2025-09-27,-10.82,EFTPOS DEBIT,V8213 27/09 LUNE CROISSANTERIE FITZROY 13414792957,Lune Croissanterie,512847391,Bakery,Groceries,1.0
714,2025-09-27,-26.96,EFTPOS DEBIT,V8213 27/09 IGA XPRESS MURRUMBEENA 94866559707,Iga Xpress,512847391,Convenience Store,Groceries,0.9
715,2025-09-27,-55.69,EFTPOS DEBIT,V8213 27/09 HOYTS CINEMAS CHADSTONE 11277983879,Hoyts Cinemas,512847391,Cinema,Entertainment,0.98
716,2025-09-26,-61.53,EFTPOS DEBIT,V8213 26/09 SHELL COLES EXPRESS HAWTHORN 41276599384,Shell Coles Express,512847391,Fuel,Car,1.0
717,2025-09-26,-300.0,ATM DEBIT,ATM WDL PRAHRAN 92980632399,,512847391,Cash Withdrawal,Cash,1.0
718,2025-09-26,-51.04,MISCELLANEOUS DEBIT,V8213 26/09 UBER *EATS SYDNEY 37829445984,Uber,512847391,Food Delivery,Dining,1.0
719,2025-09-26,-7.51,EFTPOS DEBIT,V8213 26/09 PATRICIA COFFEE MELBOURNE 94618358531,Patricia Coffee,512847391,Cafe & Coffee,Dining,1.0
720,2025-09-26,-20.48,EFTPOS DEBIT,V8213 26/09 NIGHT OWL CONVENIENCE ELSTERNWICK 38337561130,Night Owl Convenience,512847391,Convenience Store,Groceries,0.47
721,2025-09-25,-5.63,EFTPOS DEBIT,V8213 25/09 COKE VENDING MACHINE MELBOURNE 90567366087,Coke Vending Machine,512847391,Snacks & Drinks,Dining,1.0
722,2025-09-24,-63.42,MISCELLANEOUS DEBIT,V8213 24/09 THE ICONIC SYDNEY 24942984361,The Iconic,512847391,Clothing,Shopping,1.0
723,2025-09-24,-259.68,EFTPOS DEBIT,V8213 24/09 SMILE DENTAL GROUP ARMADALE 92465415913,Smile Dental Group,512847391,Dentist,Health,1.0
724,2025-09-24,-9.14,EFTPOS DEBIT,V8213 24/09 KOORNANG RD MILK BAR CARNEGIE 50476945814,Koornang Rd Milk Bar,512847391,Snacks & Drinks,Dining,0.87
725,2025-09-24,-35.5,EFTPOS DEBIT,V8213 24/09 READINGS BOOKS CARLTON 39794331513,Readings Books,512847391,Books,Entertainment,1.0
726,2025-09-24,-148.48,AUTOMATIC DRAWING,ORIGIN ENERGY 24182951734,Origin Energy,512847391,Electricity,Utilities,1.0
727,2025-09-23,-32.29,EFTPOS DEBIT,V8213 23/09 COTTON ON CHADSTONE 19352700253,,512847391,Clothing,Shopping,1.0
728,2025-09-23,-54.16,EFTPOS DEBIT,V8213 23/09 HOYTS CINEMAS CHADSTONE 20260804790,,512847391,Cinema,Entertainment,1.0
729,2025-09-22,-40.4,EFTPOS DEBIT,V8213 22/09 PETSTOCK MOORABBIN 74939885095,,512847391,Pet Supplies,Pets,0.96
730,2025-09-22,-52.38,MISCELLANEOUS DEBIT,V8213 22/09 MENULOG SYDNEY 35541830141,Menulog,512847391,Food Delivery,Dining,0.9
731,2025-09-21,-29.99,AUTOMATIC DRAWING,ADOBE CREATIVE CLOUD 31249562623,Adobe Creative Cloud,512847391,Software & Apps,Subscriptions,1.0
732,2025-09-21,-28.02,EFTPOS DEBIT,V8213 21/09 IGA XPRESS MURRUMBEENA 68150519631,Iga Xpress,512847391,Convenience Store,Groceries,1.0
733,2025-09-21,-27.3,EFTPOS DEBIT,V8213 21/09 WILSON PARKING MELBOURNE 11567947717,Wilson Parking,512847391,Parking,Car,1.0
734,2025-09-21,-57.96,EFTPOS DEBIT,V8213 21/09 SHELL COLES EXPRESS HAWTHORN 84039244439,Shell Coles Express,512847391,Fuel,Car,0.92
735,2025-09-21,-48.6,EFTPOS DEBIT,V8213 21/09 BARBER LANE WINDSOR 15787613661,Barber Lane,512847391,Haircuts,Personal Care,1.0
736,2025-09-21,-287.29,EFTPOS DEBIT,V8213 21/09 SMILE DENTAL GROUP ARMADALE 78349576153,Smile Dental Group,512847391,Dentist,Health,1.0
737,2025-09-20,-430.2,MISCELLANEOUS DEBIT,V8213 20/09 EUROPCAR ITALIA ROMA 94458459024,Europcar Italia,512847391,Car Hire,Travel,1.0
738,2025-09-20,-250.0,TRANSFER DEBIT,Internet Transfer To K MITCHELL 27652812254,,512847391,External Transfers,Transfers,1.0
739,2025-09-20,-105.24,EFTPOS DEBIT,V8213 20/09 UNIQLO AUSTRALIA MELBOURNE 70308497627,,512847391,Clothing,Shopping,1.0
740,2025-09-20,-55.52,EFTPOS DEBIT,V8213 20/09 UNIQLO AUSTRALIA MELBOURNE 64868071069,,512847391,Clothing,Shopping,1.0
741,2025-09-20,-35.17,MISCELLANEOUS DEBIT,V8213 20/09 DIDI MOBILITY MELBOURNE 73951910849,Didi Mobility,512847391,Taxis & Rideshare,Transport,0.88
742,2025-09-20,-36.13,MISCELLANEOUS DEBIT,V8213 20/09 DIDI MOBILITY MELBOURNE 67877396748,Didi Mobility,512847391,Taxis & Rideshare,Transport,1.0
743,2025-09-19,-83.59,EFTPOS DEBIT,V8213 19/09 AMPOL FOODARY CLAYTON 88197951266,Ampol Foodary,512847391,Fuel,Car,1.0
744,2025-09-18,-65.0,AUTOMATIC DRAWING,TELSTRA CORPORATION 55731361174,Telstra Corporation,512847391,Mobile Phone,Utilities,0.92
745,2025-09-18,-40.64,EFTPOS DEBIT,V8213 18/09 WILSON PARKING MELBOURNE 11472193651,Wilson Parking,512847391,Parking,Car,0.87
746,2025-09-17,-112.21,EFTPOS DEBIT,V8213 17/09 OFFICEWORKS SOUTH MELBOURNE 47036031923,,512847391,Office Supplies,Shopping,1.0
747,2025-09-17,-101.94,EFTPOS DEBIT,V8213 17/09 TONKA RESTAURANT MELBOURNE 79019679492,Tonka Restaurant,512847391,Restaurants & Takeaway,Dining,1.0
748,2025-09-17,-33.7,EFTPOS DEBIT,V8213 17/09 HOYTS CINEMAS CHADSTONE 97211930296,,512847391,Cinema,Entertainment,1.0
749,2025-09-17,-32.37,EFTPOS DEBIT,V8213 17/09 PTV MYKI TOPUP MELBOURNE 38665524506,Ptv Myki Topup,512847391,Public Transport,Transport,1.0
750,2025-09-15,-32.5,AUTOMATIC DRAWING,ANTHROPIC CLAUDE.AI 77918680406,Anthropic Claude.ai,512847391,AI Tools,Subscriptions,1.0
751,2025-09-15,-28.15,EFTPOS DEBIT,V8213 15/09 IGA XPRESS MURRUMBEENA 25204815036,Iga Xpress,512847391,Convenience Store,Groceries,1.0
752,2025-09-15,-119.05,EFTPOS DEBIT,V8213 15/09 TONKA RESTAURANT MELBOURNE 53525680764,Tonka Restaurant,512847391,Uncategorised,Uncategorised,
753,2025-09-14,-2260.55,MISCELLANEOUS DEBIT,V8213 14/09 BOOKING.COM AMSTERDAM 60186965230,Booking.com,512847391,Accommodation,Travel,0.86
754,2025-09-14,-216.61,MISCELLANEOUS DEBIT,V8213 14/09 THE ICONIC SYDNEY 63866635405,The Iconic,512847391,Clothing,Shopping,0.91
755,2025-09-14,-60.54,EFTPOS DEBIT,V8213 14/09 CHIN CHIN MELBOURNE 85699653164,Chin Chin,512847391,Restaurants & Takeaway,Dining,1.0
756,2025-09-14,-21.29,EFTPOS DEBIT,V8213 14/09 OFFICEWORKS SOUTH MELBOURNE 39285279093,,512847391,Office Supplies,Shopping,0.95
757,2025-09-14,-53.87,MISCELLANEOUS DEBIT,V8213 14/09 UBER *TRIP SYDNEY 41244842922,Uber,512847391,Taxis & Rideshare,Transport,1.0
758,2025-09-13,-34.83,EFTPOS DEBIT,V8213 13/09 NIGHT OWL CONVENIENCE ELSTERNWICK 15906370047,Night Owl Convenience,512847391,Convenience Store,Groceries,1.0
759,2025-09-12,-1840.0,MISCELLANEOUS DEBIT,V8213 12/09 QANTAS AIRWAYS MASCOT 42089197398,Qantas Airways,512847391,Flights & Fares,Travel,1.0
760,2025-09-12,-9.99,AUTOMATIC DRAWING,PRIME VIDE* PRIMEVIDEO 84143013475,Prime Primevideo,512847391,Streaming,Subscriptions,1.0
761,2025-09-12,-60.02,EFTPOS DEBIT,V8213 12/09 BP CONNECT CHADSTONE 96623678196,Bp Connect,512847391,Fuel,Car,1.0
762,2025-09-11,-25.12,EFTPOS DEBIT,V8213 11/09 COTTON ON CHADSTONE 74393031596,Cotton On,512847391,Clothing,Shopping,1.0
763,2025-09-11,-94.13,EFTPOS DEBIT,V8213 11/09 ALDI STORES OAKLEIGH 45988299635,Aldi Stores,512847391,Supermarket,Groceries,1.0
764,2025-09-10,-60.22,MISCELLANEOUS DEBIT,V8213 10/09 UBER *EATS SYDNEY 47659869012,,512847391,Food Delivery,Dining,0.87
765,2025-09-09,-106.28,EFTPOS DEBIT,V8213 09/09 WOOLWORTHS 1234 CARNEGIE 14365272975,,512847391,Supermarket,Groceries,1.0
766,2025-09-09,-92.15,AUTOMATIC DRAWING,AGL SALES 49143317588,Agl Sales,512847391,Gas,Utilities,1.0
767,2025-09-08,-5.39,EFTPOS DEBIT,V8213 08/09 COKE VENDING MACHINE MELBOURNE 85106434134,Coke Vending Machine,512847391,Snacks & Drinks,Dining,0.88
768,2025-09-07,-4.32,EFTPOS DEBIT,V8213 07/09 PATRICIA COFFEE MELBOURNE 11608312236,Patricia Coffee,512847391,Cafe & Coffee,Dining,1.0
769,2025-09-07,-13.99,AUTOMATIC DRAWING,SPOTIFY AUSTRALIA 41153099880,Spotify Australia,512847391,Music,Subscriptions,1.0
770,2025-09-07,-164.08,EFTPOS DEBIT,V8213 07/09 MALVERN MEDICAL CTR MALVERN 20175703229,Malvern Medical Ctr,512847391,Doctor,Health,1.0
771,2025-09-06,-68.04,EFTPOS DEBIT,V8213 06/09 WOOLWORTHS 1234 CARNEGIE 61135786447,Woolworths,512847391,Supermarket,Groceries,1.0
772,2025-09-06,-154.86,EFTPOS DEBIT,V8213 06/09 UNIQLO AUSTRALIA MELBOURNE 60642362808,,512847391,Clothing,Shopping,1.0
773,2025-09-06,-8.76,EFTPOS DEBIT,V8213 06/09 KOORNANG RD MILK BAR CARNEGIE 91407378216,Koornang Rd Milk Bar,512847391,Snacks & Drinks,Dining,1.0
774,2025-09-05,-71.76,EFTPOS DEBIT,V8213 05/09 AMPOL FOODARY CLAYTON 95419392494,,512847391,Fuel,Car,1.0
775,2025-09-05,-16.32,EFTPOS DEBIT,V8213 05/09 THE GRINDER CAFE PRAHRAN 74941614941,The Grinder Cafe,512847391,Cafe & Coffee,Dining,1.0
776,2025-09-05,-398.84,EFTPOS DEBIT,V8213 05/09 JB HI-FI CHADSTONE 15650676147,Jb Hi-fi,512847391,Electronics,Shopping,1.0
777,2025-09-05,-24.95,AUTOMATIC DRAWING,GOODLIFE HEALTH CLUBS 93976082306,Goodlife Health Clubs,512847391,Gym,Fitness,1.0
778,2025-09-04,-121.46,EFTPOS DEBIT,V8213 04/09 UNIQLO AUSTRALIA MELBOURNE 30482693296,Uniqlo Australia,512847391,Clothing,Shopping,1.0
779,2025-09-04,-32.69,EFTPOS DEBIT,V8213 04/09 BWS LIQUOR CAULFIELD 35612549132,,512847391,Liquor Store,Groceries,1.0
780,2025-09-04,-58.27,EFTPOS DEBIT,V8213 04/09 MALVERN MEDICAL CTR MALVERN 34273476012,Malvern Medical Ctr,512847391,Doctor,Health,0.87
781,2025-09-04,-54.44,EFTPOS DEBIT,V8213 04/09 BARBER LANE WINDSOR 76434860309,Barber Lane,512847391,Haircuts,Personal Care,1.0
782,2025-09-03,-25.99,AUTOMATIC DRAWING,NETFLIX.COM 60382081361,Netflix.com,512847391,Streaming,Subscriptions,1.0
783,2025-09-03,-149.05,EFTPOS DEBIT,V8213 03/09 MALVERN MEDICAL CTR MALVERN 37678940764,Malvern Medical Ctr,512847391,Doctor,Health,1.0
784,2025-09-02,-153.96,EFTPOS DEBIT,V8213 02/09 UNIQLO AUSTRALIA MELBOURNE 17723786738,Uniqlo Australia,512847391,Clothing,Shopping,0.98
785,2025-09-02,-48.12,EFTPOS DEBIT,V8213 02/09 PTV MYKI TOPUP MELBOURNE 21201052443,Ptv Myki Topup,512847391,Public Transport,Transport,0.94
786,2025-09-02,-23.48,EFTPOS DEBIT,V8213 02/09 LUNE CROISSANTERIE FITZROY 36726704338,Lune Croissanterie,512847391,Bakery,Groceries,1.0
787,2025-09-02,-29.61,MISCELLANEOUS DEBIT,V8213 02/09 DIDI MOBILITY MELBOURNE 44280960465,,512847391,Taxis & Rideshare,Transport,1.0
788,2025-09-02,-186.59,AUTOMATIC DRAWING,MEDIBANK PRIVATE 90007927213,Medibank Private,512847391,Health Insurance,Insurance,1.0
789,2025-09-01,-2361.34,AUTOMATIC DRAWING,REAL ESTATE TRUST ACCT 99444211369,Real Estate Trust Acct,512847391,Rent,Housing,1.0
790,2025-09-01,-27.03,MISCELLANEOUS DEBIT,V8213 01/09 DIDI MOBILITY MELBOURNE 63498887252,Didi Mobility,512847391,Taxis & Rideshare,Transport,1.0
791,2025-09-01,-69.09,EFTPOS DEBIT,V8213 01/09 SHELL COLES EXPRESS HAWTHORN 97599391184,Shell Coles Express,512847391,Fuel,Car,1.0
792,2025-09-01,-2.5,FEES,ATM OPERATOR FEE,,512847391,ATM Fees,Fees,1.0
793,2025-08-31,-16.56,EFTPOS DEBIT,V8213 31/08 SEVEN SEEDS COFFEE CARLTON 83645536861,Seven Seeds Coffee,512847391,Cafe & Coffee,Dining,1.0
794,2025-08-30,-21.09,EFTPOS DEBIT,V8213 30/08 ALDI STORES OAKLEIGH 96611274133,,512847391,Supermarket,Groceries,0.95
795,2025-08-30,-92.08,EFTPOS DEBIT,V8213 30/08 AMPOL FOODARY CLAYTON 32420329269,Ampol Foodary,512847391,Fuel,Car,1.0
796,2025-08-30,-127.39,EFTPOS DEBIT,V8213 30/08 DAN MURPHYS GLEN IRIS 81468931410,,512847391,Liquor Store,Groceries,1.0
797,2025-08-29,-18.83,EFTPOS DEBIT,V8213 29/08 THE GRINDER CAFE PRAHRAN 46352215497,The Grinder Cafe,512847391,Cafe & Coffee,Dining,1.0
798,2025-08-29,-117.78,EFTPOS DEBIT,V8213 29/08 UNIQLO AUSTRALIA MELBOURNE 60575580122,Uniqlo Australia,512847391,Clothing,Shopping,1.0
799,2025-08-28,-7.23,EFTPOS DEBIT,V8213 28/08 PATRICIA COFFEE MELBOURNE 28291891592,Patricia Coffee,512847391,Cafe & Coffee,Dining,1.0
800,2025-08-28,-98.18,EFTPOS DEBIT,V8213 28/08 BP CONNECT CHADSTONE 98825853980,Bp Connect,512847391,Fuel,Car,1.0
801,2025-08-27,-51.73,EFTPOS DEBIT,V8213 27/08 KMART CHADSTONE 51964828983,Kmart,512847391,Department & General,Shopping,0.7
802,2025-08-27,-45.39,MISCELLANEOUS DEBIT,V8213 27/08 UBER *TRIP SYDNEY 47952474805,Uber,512847391,Taxis & Rideshare,Transport,1.0
803,2025-08-27,-25.25,EFTPOS DEBIT,V8213 27/08 PTV MYKI TOPUP MELBOURNE 65293760070,,512847391,Public Transport,Transport,1.0
804,2025-08-25,-23.95,EFTPOS DEBIT,V8213 25/08 PRICELINE PHARMACY CARNEGIE 55523271775,Priceline Pharmacy,512847391,Grooming & Cosmetics,Personal Care,1.0
805,2025-08-25,-10.72,EFTPOS DEBIT,V8213 25/08 WILSON PARKING MELBOURNE 87505160410,Wilson Parking,512847391,Parking,Car,0.87
806,2025-08-24,-150.23,AUTOMATIC DRAWING,ORIGIN ENERGY 16618117079,Origin Energy,512847391,Electricity,Utilities,1.0
807,2025-08-24,-425.7,EFTPOS DEBIT,V8213 24/08 SMILE DENTAL GROUP ARMADALE 89215259279,Smile Dental Group,512847391,Dentist,Health,1.0
808,2025-08-24,-98.76,EFTPOS DEBIT,V8213 24/08 UNIQLO AUSTRALIA MELBOURNE 53816375545,Uniqlo Australia,512847391,Clothing,Shopping,1.0
809,2025-08-23,-27.31,MISCELLANEOUS DEBIT,V8213 23/08 DIDI MOBILITY MELBOURNE 55988887032,Didi Mobility,512847391,Taxis & Rideshare,Transport,1.0
810,2025-08-23,-6.38,EFTPOS DEBIT,V8213 23/08 PATRICIA COFFEE MELBOURNE 86122645147,,512847391,Cafe & Coffee,Dining,1.0
811,2025-08-22,-140.76,EFTPOS DEBIT,V8213 22/08 TONKA RESTAURANT MELBOURNE 83711364250,Tonka Restaurant,512847391,Restaurants & Takeaway,Dining,0.95
812,2025-08-22,-32.39,EFTPOS DEBIT,V8213 22/08 ALDI STORES OAKLEIGH 86213015940,,512847391,Supermarket,Groceries,1.0
813,2025-08-22,-180.31,MISCELLANEOUS DEBIT,V8213 22/08 THE ICONIC SYDNEY 25061031400,The Iconic,512847391,Clothing,Shopping,1.0
814,2025-08-21,-29.99,AUTOMATIC DRAWING,ADOBE CREATIVE CLOUD 50849591727,Adobe Creative Cloud,512847391,Software & Apps,Subscriptions,1.0
815,2025-08-21,-71.79,EFTPOS DEBIT,V8213 21/08 PETSTOCK MOORABBIN 63366089112,Petstock,512847391,Pet Supplies,Pets,1.0
816,2025-08-21,-30.76,EFTPOS DEBIT,V8213 21/08 IGA XPRESS MURRUMBEENA 34747709217,Iga Xpress,512847391,Convenience Store,Groceries,0.97
817,2025-08-21,-224.54,EFTPOS DEBIT,V8213 21/08 SMILE DENTAL GROUP ARMADALE 26313440062,Smile Dental Group,512847391,Dentist,Health,1.0
818,2025-08-21,-84.48,EFTPOS DEBIT,V8213 21/08 COTTON ON CHADSTONE 58305919483,Cotton On,512847391,Clothing,Shopping,1.0
819,2025-08-20,-11.4,MISCELLANEOUS DEBIT,V8213 20/08 DIDI MOBILITY MELBOURNE 99844516321,,512847391,Taxis & Rideshare,Transport,1.0
820,2025-08-20,-25.21,EFTPOS DEBIT,V8213 20/08 NIGHT OWL CONVENIENCE ELSTERNWICK 63303119278,Night Owl Convenience,512847391,Convenience Store,Groceries,1.0
821,2025-08-20,-377.82,AUTOMATIC DRAWING,RACV INSURANCE 88234506340,Racv Insurance,512847391,Car Insurance,Car,1.0
822,2025-08-19,-26.87,EFTPOS DEBIT,V8213 19/08 COLES SUPERMARKET MALVERN EAST 33637176641,Coles Supermarket,512847391,Supermarket,Groceries,1.0
823,2025-08-18,-80.09,EFTPOS DEBIT,V8213 18/08 DAN MURPHYS GLEN IRIS 57602481129,,512847391,Liquor Store,Groceries,1.0
824,2025-08-18,-251.44,EFTPOS DEBIT,V8213 18/08 BUNNINGS WAREHOUSE PORT MELBOURNE 27092952889,Bunnings Warehouse,512847391,Hardware & DIY,Shopping,1.0
825,2025-08-18,-65.0,AUTOMATIC DRAWING,TELSTRA CORPORATION 92078827260,Telstra Corporation,512847391,Mobile Phone,Utilities,1.0
826,2025-08-17,-50.0,ATM DEBIT,ATM WDL CBD MELBOURNE 86342456643,,512847391,Cash Withdrawal,Cash,1.0
827,2025-08-17,-49.01,EFTPOS DEBIT,V8213 17/08 PTV MYKI TOPUP MELBOURNE 85469419908,Ptv Myki Topup,512847391,Public Transport,Transport,1.0
828,2025-08-17,-81.85,EFTPOS DEBIT,V8213 17/08 AMPOL FOODARY CLAYTON 89698867209,Ampol Foodary,512847391,Fuel,Car,0.9
829,2025-08-17,-13.84,EFTPOS DEBIT,V8213 17/08 SEVEN SEEDS COFFEE CARLTON 19767113331,,512847391,Cafe & Coffee,Dining,1.0
830,2025-08-17,-94.58,EFTPOS DEBIT,V8213 17/08 BP CONNECT CHADSTONE 55829273797,Bp Connect,512847391,Fuel,Car,1.0
831,2025-08-17,-75.43,EFTPOS DEBIT,V8213 17/08 UNIQLO AUSTRALIA MELBOURNE 67057096090,Uniqlo Australia,512847391,Clothing,Shopping,1.0
832,2025-08-17,-65.05,EFTPOS DEBIT,V8213 17/08 DAN MURPHYS GLEN IRIS 48281667422,,512847391,Liquor Store,Groceries,0.95
833,2025-08-15,-32.5,AUTOMATIC DRAWING,ANTHROPIC CLAUDE.AI 32744704466,Anthropic Claude.ai,512847391,AI Tools,Subscriptions,1.0
834,2025-08-15,-23.52,EFTPOS DEBIT,V8213 15/08 HOYTS CINEMAS CHADSTONE 99759574484,Hoyts Cinemas,512847391,Cinema,Entertainment,1.0
835,2025-08-13,-106.07,EFTPOS DEBIT,V8213 13/08 DAN MURPHYS GLEN IRIS 39779118224,Dan Murphys,512847391,Liquor Store,Groceries,1.0
836,2025-08-13,-100.0,ATM DEBIT,ATM WDL PRAHRAN 36838556206,,512847391,Cash Withdrawal,Cash,0.9
837,2025-08-13,-49.24,EFTPOS DEBIT,V8213 13/08 BARBER LANE WINDSOR 73874047343,Barber Lane,512847391,Haircuts,Personal Care,1.0
838,2025-08-13,-82.49,EFTPOS DEBIT,V8213 13/08 UNIQLO AUSTRALIA MELBOURNE 30149009788,Uniqlo Australia,512847391,Clothing,Shopping,1.0
839,2025-08-12,-74.29,EFTPOS DEBIT,V8213 12/08 READINGS BOOKS CARLTON 54053910565,Readings Books,512847391,Books,Entertainment,1.0
840,2025-08-12,-24.6,EFTPOS DEBIT,V8213 12/08 COLES SUPERMARKET MALVERN EAST 87833022316,Coles Supermarket,512847391,Supermarket,Groceries,1.0
841,2025-08-12,-9.99,AUTOMATIC DRAWING,PRIME VIDE* PRIMEVIDEO 79457945698,Prime Primevideo,512847391,Streaming,Subscriptions,1.0
842,2025-08-12,-200.0,ATM DEBIT,ATM WDL PRAHRAN 29411247471,,512847391,Cash Withdrawal,Cash,1.0
843,2025-08-11,-128.82,EFTPOS DEBIT,V8213 11/08 WOOLWORTHS 1234 CARNEGIE 82478276945,Woolworths,512847391,Supermarket,Groceries,1.0
844,2025-08-11,-196.45,EFTPOS DEBIT,V8213 11/08 SMILE DENTAL GROUP ARMADALE 30195759006,Smile Dental Group,512847391,Dentist,Health,1.0
845,2025-08-10,-50.49,EFTPOS DEBIT,V8213 10/08 COTTON ON CHADSTONE 42462403887,,512847391,Clothing,Shopping,1.0
846,2025-08-10,-10.57,EFTPOS DEBIT,V8213 10/08 SEVEN SEEDS COFFEE CARLTON 50105187611,Seven Seeds Coffee,512847391,Cafe & Coffee,Dining,1.0
847,2025-08-10,-71.37,EFTPOS DEBIT,V8213 10/08 BP CONNECT CHADSTONE 53332519191,,512847391,Fuel,Car,0.94
